userId,movieId,rating,timestamp,rating_year,rating_month,day_name,is_weekend,rating_bucket,user_rating_count,user_mean_rating,user_rating_std,item_rating_count,item_mean_rating,item_rating_std,user_activity_segment,item_popularity_segment
2,1210,5.0,2000-11-21 15:29:58,2000,11,Tuesday,False,High (4-5],5,5.0,0.0,6,4.75,0.4183300132670377,Low activity,Middle
3,1,4.0,1999-12-11 13:36:47,1999,12,Saturday,True,Good (3-4],11,4.636363636363637,0.6741998624632423,5,4.3,0.44721359549995787,Medium activity,Tail
3,260,5.0,1999-12-11 13:09:02,1999,12,Saturday,True,High (4-5],11,4.636363636363637,0.6741998624632423,8,4.625,0.5175491695067655,Medium activity,Head
3,316,5.0,1999-12-14 12:51:10,1999,12,Tuesday,False,High (4-5],11,4.636363636363637,0.6741998624632423,5,3.5,1.118033988749895,Medium activity,Tail
3,480,5.0,1999-12-14 12:50:20,1999,12,Tuesday,False,High (4-5],11,4.636363636363637,0.6741998624632423,7,4.571428571428571,0.5345224838248489,Medium activity,Head
3,589,4.0,1999-12-11 07:25:08,1999,12,Saturday,True,Good (3-4],11,4.636363636363637,0.6741998624632423,8,4.5,0.597614304667197,Medium activity,Head
3,593,5.0,1999-12-11 13:16:55,1999,12,Saturday,True,High (4-5],11,4.636363636363637,0.6741998624632423,5,4.3,0.9746794344808964,Medium activity,Tail
3,780,3.0,1999-12-14 12:50:20,1999,12,Tuesday,False,Mid (2-3],11,4.636363636363637,0.6741998624632423,5,4.0,1.0,Medium activity,Tail
3,1097,5.0,1999-12-11 13:29:40,1999,12,Saturday,True,High (4-5],11,4.636363636363637,0.6741998624632423,5,4.5,0.5,Medium activity,Tail
3,1196,5.0,1999-12-11 13:10:59,1999,12,Saturday,True,High (4-5],11,4.636363636363637,0.6741998624632423,7,4.785714285714286,0.39339789623472166,Medium activity,Head
3,1198,5.0,1999-12-11 13:09:57,1999,12,Saturday,True,High (4-5],11,4.636363636363637,0.6741998624632423,5,4.5,0.49999999999999994,Medium activity,Tail
3,1210,5.0,1999-12-11 13:27:36,1999,12,Saturday,True,High (4-5],11,4.636363636363637,0.6741998624632423,6,4.75,0.4183300132670377,High activity,Middle
4,356,4.0,1996-08-24 09:28:42,1996,8,Saturday,True,Good (3-4],5,3.8,0.447213595499958,6,4.166666666666667,0.752772652709081,Low activity,Middle
4,367,3.0,1996-08-24 09:29:54,1996,8,Saturday,True,Mid (2-3],5,3.8,0.447213595499958,5,3.3,0.4472135954999579,Low activity,Tail
4,377,4.0,1996-08-24 09:29:54,1996,8,Saturday,True,Good (3-4],5,3.8,0.447213595499958,5,4.0,0.7071067811865476,Low activity,Tail
4,480,4.0,1996-08-24 09:29:04,1996,8,Saturday,True,Good (3-4],5,3.8,0.447213595499958,7,4.571428571428571,0.5345224838248489,Low activity,Head
4,589,4.0,1996-08-24 09:29:22,1996,8,Saturday,True,Good (3-4],5,3.8,0.447213595499958,8,4.5,0.597614304667197,Low activity,Head
5,260,5.0,1996-12-25 15:26:48,1996,12,Wednesday,False,High (4-5],12,4.5,0.7977240352174658,8,4.625,0.5175491695067655,High activity,Head
5,316,4.0,1996-12-26 16:27:13,1996,12,Thursday,False,Good (3-4],12,4.5,0.7977240352174658,5,3.5,1.118033988749895,High activity,Tail
5,367,3.0,1996-12-25 15:27:30,1996,12,Wednesday,False,Mid (2-3],12,4.5,0.7977240352174658,5,3.3,0.4472135954999579,High activity,Tail
5,377,5.0,1996-12-25 15:28:43,1996,12,Wednesday,False,High (4-5],12,4.5,0.7977240352174658,5,4.0,0.7071067811865476,High activity,Tail
5,480,4.0,1996-12-25 15:25:15,1996,12,Wednesday,False,Good (3-4],12,4.5,0.7977240352174658,7,4.571428571428571,0.5345224838248489,High activity,Head
5,589,5.0,1996-12-25 15:26:09,1996,12,Wednesday,False,High (4-5],12,4.5,0.7977240352174658,8,4.5,0.597614304667197,High activity,Head
5,593,3.0,1996-12-25 15:25:15,1996,12,Wednesday,False,Mid (2-3],12,4.5,0.7977240352174658,5,4.3,0.9746794344808964,High activity,Tail
5,780,5.0,1996-12-25 15:15:35,1996,12,Wednesday,False,High (4-5],12,4.5,0.7977240352174658,5,4.0,1.0,High activity,Tail
5,1097,5.0,1996-12-25 15:28:43,1996,12,Wednesday,False,High (4-5],12,4.5,0.7977240352174658,5,4.5,0.5,High activity,Tail
5,1196,5.0,1996-12-26 16:27:54,1996,12,Thursday,False,High (4-5],12,4.5,0.7977240352174658,7,4.785714285714286,0.39339789623472166,High activity,Head
5,1198,5.0,1996-12-26 16:27:54,1996,12,Thursday,False,High (4-5],12,4.5,0.7977240352174658,5,4.5,0.49999999999999994,High activity,Tail
5,1210,5.0,1996-12-26 16:27:54,1996,12,Thursday,False,High (4-5],12,4.5,0.7977240352174658,6,4.75,0.4183300132670377,High activity,Middle
6,1,5.0,1997-03-13 17:50:52,1997,3,Thursday,False,High (4-5],3,4.0,1.0,5,4.3,0.44721359549995787,Low activity,Tail
6,260,4.0,1997-03-13 17:54:18,1997,3,Thursday,False,Good (3-4],3,4.0,1.0,8,4.625,0.5175491695067655,Low activity,Head
6,780,3.0,1997-03-13 17:50:52,1997,3,Thursday,False,Mid (2-3],3,4.0,1.0,5,4.0,1.0,Low activity,Tail
7,260,5.0,2002-01-16 18:44:19,2002,1,Wednesday,False,High (4-5],10,4.3,0.8232726023485646,8,4.625,0.5175491695067655,Medium activity,Head
7,316,3.0,2002-01-16 18:50:19,2002,1,Wednesday,False,Mid (2-3],10,4.3,0.8232726023485646,5,3.5,1.118033988749895,Medium activity,Tail
7,356,4.0,2002-01-16 19:02:55,2002,1,Wednesday,False,Good (3-4],10,4.3,0.8232726023485646,6,4.166666666666667,0.752772652709081,Medium activity,Middle
7,377,3.0,2002-01-16 19:04:49,2002,1,Wednesday,False,Mid (2-3],10,4.3,0.8232726023485646,5,4.0,0.7071067811865476,Medium activity,Tail
7,480,5.0,2002-01-16 18:46:19,2002,1,Wednesday,False,High (4-5],10,4.3,0.8232726023485646,7,4.571428571428571,0.5345224838248489,Medium activity,Head
7,589,5.0,2002-01-16 18:40:56,2002,1,Wednesday,False,High (4-5],10,4.3,0.8232726023485646,8,4.5,0.597614304667197,Medium activity,Head
7,780,4.0,2002-01-16 18:48:18,2002,1,Wednesday,False,Good (3-4],10,4.3,0.8232726023485646,5,4.0,1.0,Medium activity,Tail
7,1097,4.0,2002-01-16 18:44:58,2002,1,Wednesday,False,Good (3-4],10,4.3,0.8232726023485646,5,4.5,0.5,Medium activity,Tail
7,1196,5.0,2002-01-16 18:09:32,2002,1,Wednesday,False,High (4-5],10,4.3,0.8232726023485646,7,4.785714285714286,0.39339789623472166,Medium activity,Head
7,1210,5.0,2002-01-16 18:10:54,2002,1,Wednesday,False,High (4-5],10,4.3,0.8232726023485646,6,4.75,0.4183300132670377,Medium activity,Middle
8,1,4.0,1996-06-05 13:37:51,1996,6,Wednesday,False,Good (3-4],8,4.0,1.0690449676496974,5,4.3,0.44721359549995787,Low activity,Tail
8,316,2.0,1996-06-05 11:13:55,1996,6,Wednesday,False,Low (<=2),8,4.0,1.0690449676496974,5,3.5,1.118033988749895,Medium activity,Tail
8,356,5.0,1996-06-05 13:44:19,1996,6,Wednesday,False,High (4-5],8,4.0,1.0690449676496974,6,4.166666666666667,0.752772652709081,Medium activity,Middle
8,367,3.0,1996-06-05 13:42:13,1996,6,Wednesday,False,Mid (2-3],8,4.0,1.0690449676496974,5,3.3,0.4472135954999579,Medium activity,Tail
8,377,4.0,1996-06-05 13:51:55,1996,6,Wednesday,False,Good (3-4],8,4.0,1.0690449676496974,5,4.0,0.7071067811865476,Medium activity,Middle
8,480,4.0,1996-06-05 13:50:48,1996,6,Wednesday,False,Good (3-4],8,4.0,1.0690449676496974,7,4.571428571428571,0.5345224838248489,Medium activity,Head
8,589,5.0,1996-06-05 13:51:08,1996,6,Wednesday,False,High (4-5],8,4.0,1.0690449676496974,8,4.5,0.597614304667197,Medium activity,Head
8,593,5.0,1996-06-05 13:38:16,1996,6,Wednesday,False,High (4-5],8,4.0,1.0690449676496974,5,4.3,0.9746794344808964,Medium activity,Middle
9,356,4.0,2001-07-01 20:26:38,2001,7,Sunday,True,Good (3-4],1,4.0,0.0,6,4.166666666666667,0.752772652709081,Low activity,Middle
10,1,4.0,1999-11-25 02:44:47,1999,11,Thursday,False,Good (3-4],6,3.8333333333333335,0.408248290463863,5,4.3,0.44721359549995787,Low activity,Middle
10,260,4.0,1999-11-25 02:36:16,1999,11,Thursday,False,Good (3-4],6,3.8333333333333335,0.408248290463863,8,4.625,0.5175491695067655,Low activity,Head
10,356,3.0,1999-11-25 02:32:02,1999,11,Thursday,False,Mid (2-3],6,3.8333333333333335,0.408248290463863,6,4.166666666666667,0.752772652709081,Low activity,Middle
10,1196,4.0,1999-11-25 02:33:00,1999,11,Thursday,False,Good (3-4],6,3.8333333333333335,0.408248290463863,7,4.785714285714286,0.39339789623472166,Low activity,Head
10,1198,4.0,1999-11-25 02:36:16,1999,11,Thursday,False,Good (3-4],6,3.8333333333333335,0.408248290463863,5,4.5,0.49999999999999994,Low activity,Middle
10,1210,4.0,1999-11-25 02:40:10,1999,11,Thursday,False,Good (3-4],6,3.8333333333333335,0.408248290463863,6,4.75,0.4183300132670377,Low activity,Middle
11,1,4.5,2009-01-02 01:13:41,2009,1,Friday,False,High (4-5],14,4.535714285714286,0.4986244815754373,5,4.3,0.44721359549995787,High activity,Middle
11,260,5.0,2009-01-01 05:26:00,2009,1,Thursday,False,High (4-5],14,4.535714285714286,0.4986244815754373,8,4.625,0.5175491695067655,High activity,Head
11,316,3.5,2009-01-01 05:41:36,2009,1,Thursday,False,Good (3-4],14,4.535714285714286,0.4986244815754373,5,3.5,1.118033988749895,High activity,Middle
11,356,5.0,2009-01-02 01:13:24,2009,1,Friday,False,High (4-5],14,4.535714285714286,0.4986244815754373,6,4.166666666666667,0.752772652709081,High activity,Middle
11,367,4.0,2009-01-02 01:15:54,2009,1,Friday,False,Good (3-4],14,4.535714285714286,0.4986244815754373,5,3.3,0.4472135954999579,High activity,Middle
11,377,4.0,2009-01-02 01:14:40,2009,1,Friday,False,Good (3-4],14,4.535714285714286,0.4986244815754373,5,4.0,0.7071067811865476,High activity,Middle
11,480,5.0,2009-01-01 05:45:13,2009,1,Thursday,False,High (4-5],14,4.535714285714286,0.4986244815754373,7,4.571428571428571,0.5345224838248489,High activity,Head
11,589,4.5,2009-01-01 05:47:28,2009,1,Thursday,False,High (4-5],14,4.535714285714286,0.4986244815754373,8,4.5,0.597614304667197,High activity,Head
11,593,5.0,2009-01-02 01:13:29,2009,1,Friday,False,High (4-5],14,4.535714285714286,0.4986244815754373,5,4.3,0.9746794344808964,High activity,Middle
11,780,5.0,2009-01-01 05:39:00,2009,1,Thursday,False,High (4-5],14,4.535714285714286,0.4986244815754373,5,4.0,1.0,High activity,Middle
11,1097,4.5,2009-01-01 05:43:40,2009,1,Thursday,False,High (4-5],14,4.535714285714286,0.4986244815754373,5,4.5,0.5,High activity,Middle
11,1196,5.0,2009-01-01 05:26:00,2009,1,Thursday,False,High (4-5],14,4.535714285714286,0.4986244815754373,7,4.785714285714286,0.39339789623472166,High activity,Head
11,1198,4.0,2009-01-02 01:14:48,2009,1,Friday,False,Good (3-4],14,4.535714285714286,0.4986244815754373,5,4.5,0.49999999999999994,High activity,Middle
11,1210,4.5,2009-01-02 01:13:45,2009,1,Friday,False,High (4-5],14,4.535714285714286,0.4986244815754373,6,4.75,0.4183300132670377,High activity,Middle
